"numero_processo","ano","un_tecnica_responsavel","un_responsavel_agir","relator","assunto","ano_final"
"2206020197",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pelo(a) Secretaria Especial de Cultura em razão de Omissão no dever de prestar contas, Lei Rouanet, que teve por objeto Realização de festival gratuito de teatro e música erudita em São Paulo/SP, Rio de Janeiro/RJ, Resende/RJ, Barra Mansa/RJ e Cruzeiro/SP. (nº da TCE no sistema: 438/2018).",2021
"2206320196",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pelo(a) Secretaria Especial de Cultura em razão de Omissão no dever de prestar contas, Lei Rouanet, que teve por objeto Apresentações de Trios de Forró Pé de Serra, com 180 Shows Musicais do Forró Tradicional, sendo realizados em 15 cidades diferentes, com a execução de 04 shows por dia durante 03 dias em cada um destes municípios. Com objetivo de Resgatar, Fomentar, Promover, Fortalecer, Preservar e Revelar grandes Talentos e este Estilo Musical do Forró, em Risco de Extinção, valorizando assim as nossas raízes e tradições culturais, estimular o potencial criativo e produtivo destes compositores e intérpretes. (nº da TCE no sistema: 47/2019).",2021
"2206720191",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"TCE instaurada pelo(a) Secretaria Especial de Cultura em razão de Omissão no dever de prestar contas, Lei Rouanet, que teve por objeto O projeto prevê a manutenção da programação cultural de um circuito de 4 salas de cinemas de rua em belo Horizonte, todas dedicadas ao cinema de arte, ao filme independente e à produção brasileira. (nº da TCE no sistema: 575/2018).",2021
"2208120194",2019,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",5,"TCE instaurada pelo(a) Empresa Brasileira de Correios e Telégrafos em razão de Desfalque, alcance, desvio ou desaparecimento de dinheiro, bens ou valores públicos, Gestão de bens, dinheiros ou valores públicos, Diferença a menor no Caixa Retaguarda da Agência de Correios São Vicente Ferrer/MA (nº da TCE no sistema: 1095/2019).",2022
"2208220190",2019,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",4,"TCE instaurada pelo(a) Financiadora de Estudos e Projetos em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Convênio 2636/04, firmado com o/a FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO, Siafi/Siconv 514720, função CIENCIA E TECNOLOGIA, que teve como objeto PRODUTO: ADCT/FNDCTFONTE: FNDCT - CT-VERDE-AMARELO (nº da TCE no sistema: 307/2018).",2021
"2208320197",2019,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada pelo(a) Secretaria Especial de Cultura em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Convênio MINC/SE 418/2004, firmado com o/a MINISTERIO DA CULTURA, Siafi/Siconv 521511, função CULTURA, que teve como objeto SOCIEDADE CIVIL MEMORIAL JK (nº da TCE no sistema: 344/2018).",2022
"2208420193",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"TCE instaurada pelo(a) Secretaria Especial do Desenvolvimento Social em razão de Omissão no dever de prestar contas, função ASSISTENCIA SOCIAL, para atendimento à/ao PSB/PSE-2007 (nº da TCE no sistema: 900/2018).",2022
"2208520190",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada pelo(a) Secretaria Especial de Cultura em razão de Omissão no dever de prestar contas, Lei Rouanet, que teve por objeto Barretos tem uma rica história cultural no cenário brasileiro, uma festa com mais de 50 anos, tradicional com sua cultura e hoje reconhecida, já está no calendário internacional, sendo assim, veio o interesse de publicar um livro sobre essa maravilhosa cidade e a festa que hoje é referencia no cenário mundial. (nº da TCE no sistema: 173/2019).",2021
"2208620196",2019,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"TCE instaurada pelo(a) FUNDO NACIONAL DE SAÚDE - MS em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Convênio 1869/2005, firmado com o/a MINISTERIO DA SAUDE, Siafi/Siconv 542098, função SAUDE, que teve como objeto AQUISICAO DE MEDICAMENTOS (nº da TCE no sistema: 1849/2018).",2021
"2208720192",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"TCE instaurada pelo(a) FUNDO NACIONAL DE SAÚDE - MS em razão de Não comprovação da regular aplicação dos recursos repassados pela União, função SAUDE, para atendimento à/ao Serviços de Atendimento Móvel às Urgências SAMU 192 (nº da TCE no sistema: 352/2018).",2021
"2208920195",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada pelo(a) FUNDO NACIONAL DE SAÚDE - MS em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Gestão de bens, dinheiros ou valores públicos, Assistência Farmacêutica - Programa Farmácia Popular do Brasil (nº da TCE no sistema: 443/2018).",2021
"2209120190",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",12,"TCE instaurada pelo(a) FUNDO NACIONAL DE SAÚDE - MS em razão de Não comprovação da regular aplicação dos recursos repassados pela União, função SAUDE, para atendimento à/ao Ass. Far/Far. Pop/PROGRAMA FARMÁCIA POPULAR DO BRASIL (nº da TCE no sistema: 508/2018).",2021
"2209220196",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",4,"TCE instaurada pelo(a) FUNDO NACIONAL DE SAÚDE - MS em razão de Não comprovação da regular aplicação dos recursos repassados pela União, função SAUDE, para atendimento à/ao Atenção Básica / PAB FIXO (nº da TCE no sistema: 560/2018).",2022
"2209320192",2019,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada pelo(a) Fundação Nacional de Saúde em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Convênio CV 1331/01, firmado com o/a FUNDACAO NACIONAL DE SAUDE, Siafi/Siconv 443429, função SAUDE, que teve como objeto EXECUCAO DE SISTEMA DE ESGOTAMENTO SANITÁRIO (nº da TCE no sistema: 749/2018).",2021
"2210520174",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE instaurada pela CEF, em razão da impugnação total de despesas do Contrato de Repasse nº 337393-76/2010, SICONV 747422, celebrado entre o Ministério do Esporte e a Prefeitura Municipal de ltapipoca/CE. Vigência fixada para o período de 28/07/2010 a 30/11/2015. Objeto: execução de construção de quadra poliesportiva. Proc: SEI 00190.005675/2016-21. Ofício nº 3/2017/AECI-ME.",2021
"2212720151",2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",14,"Convênio n. 318/2008 (Siafi 625887), firmado entre o Ministério do Turismo e o Município de Virgolândia-MG",NULL
"2213720157",2015,"SEC-MG Secretaria do TCU no Estado de Minas Gerais","SEC-MG Secretaria do TCU no Estado de Minas Gerais",14,"Convênio nº 1908/2009 (Siafi 729126), firmado entre o Ministério do Turismo e a Associação do Desenvolvimento Comunitário e dos Pequenos Produtores Rurais de Gurinhatã-ADCPPRG-MG",NULL
"2214120154",2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",14,"Convênio nº 0793/2009 (Siafi 704327), firmado entre o Minstério do Turismo e o Município de Frei Inocêncio-MG",NULL
"2214320157",2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",14,"Tomada de Contas Especial instaurada em razão de irregularidades na execução do convênio firmado entre o Ministério do Turismo e o Município de Córrego Novo/MG. Análise de defesa.",NULL
"2215020161",2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"Tomada de Contas Especial instaurada pelo Ministério da Cultura em razão do não encaminhamento de documentação exigida para a prestação de contas do Convênio de Cooperação n. 506/2007, celebrado com o Município de Astorga/PR, tendo por objeto a ""implementação do Projeto: 'Construção de um Museu em Alvenaria'"".",2020
"2216920172",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE instaurada pela CEF em razão da não execução do objeto do Contrato de Repasse n° 249.784-30/2008, SIAFI 623989, celebrado entre a União, Min. das Cidades e o Município de Itapipoca/CE. Of. 239/2017/AECI/GAB-MCIDADES-MCIDADES. Proc. SEI 00190.005686/2016-19. Resp.: João Ribeiro Barroso e Dagmauro Sousa Moreira. Construção de unidades habitacionais.",2022
"2217820163",2016,"SEC-PA Secretaria do TCU no Estado do Pará","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",12,"PDDE. Exercício: 2004",2019
"2219020163",2016,"SEC-RN Secretaria do TCU no Estado do Rio Grande do Norte","SEC-RN Secretaria do TCU no Estado do Rio Grande do Norte",11,"TCE CONTRA O SENHOR FRANCISCO FELIPE DE ALMEIDA, EX-PREFEITO MUNICIPAL DE ACOPIARA/CE, GESTÃO 1997-2000, EM RAZÃO DA IMPUGNAÇÃO PARCIAL DE DESPESAS DO CONVÊNIO Nº 40006/98, SIAFI Nº 350111. PROCESSO Nº 23034.001372/2016-37. OFÍCIO Nº 10/2016/AECI/GM/GM-MEC.",2018
"2219120194",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE instaurada pelo(a) Instituto Nacional do Seguro Social em razão de Desfalque, alcance, desvio ou desaparecimento de dinheiro, bens ou valores públicos, Gestão previdenciária, Habilitação e concessão irregular de benefícios de aposentadoria por tempo de contribuição com utilização de períodos relativos a vínculos empregatícios constantes apenas de Fichas de Registros de Empregados falsas sem comprovação da veracidade dos dados nelas existentes Pesquisas realizadas irregulares (nº da TCE no sistema: 10/2018).",2022
"2219520165",2016,"SEC-CE Secretaria do TCU no Estado do Ceará","SEC-CE Secretaria do TCU no Estado do Ceará",11,"TCE CONTRA A SENHORA ANTÔNIA BEZERRA LIMA CARLOS, EX-PREFEITA MUNICIPAL DE IPU/CE, GESTÃO 2001-2004, EM RAZÃO DA IMPUGNAÇÃO TOTAL DE DESPESAS DO PROGRAMA PEJA/2004. PROCESSO Nº 23034.001381/2016-28. OFÍCIO Nº 10/2016/AECI/GM/GM-MEC.",2022
"2219520190",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",9,"TCE instaurada pelo(a) Caixa Econômica Federal (mandatária no(a) Secretaria Executiva do Ministério das Cidades) em razão de Omissão no dever de prestar contas, Contrato de repasse CR.NR.0233599-42, firmado com o/a FUNDO NACIONAL DE HAB. INTERESSE SOCIAL, Siafi/Siconv 614620, função HABITACAO, que teve como objeto ProduCAo Habitacional Alto Alegre RR (nº da TCE no sistema: 1275/2018).",2022
"2219820164",2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE CONTRA O SENHOR JOÃO ANTÔNIO DESIDÉRIO DE OLIVEIRA, EX-PREFEITO MUNICIPAL DE PALMÁCIA/CE, GESTÃO: 2005-2008, EM RAZÃO DA OMISSÃO NO DEVER DE PRESTAR CONTAS DO CONVÊNIO Nº 830452/2007, SIAFI Nº 601327. PROCESSO Nº 23034.001356/2016-44. OFÍCIO Nº 10/2016/AECI/GM/GM-MEC.",2019
"2220620167",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"Tomada de Contas Especial , instaurado no âmbito do Ministério do Esporte, referente às irregularidades apuradas no Convênio n. 750956/2010, celebrado com a Associação Esporte Abraça Campinas/SP. Responsáveis: Associação Esporte Abraça Campinas/SP e João Batista Andreotti Gomes Tojal",2022
"2221120160",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"Ministério do Turismo encaminha processo nº 72031.000710/2016-59 de TCE instaurado pelo MT, em razão do não encaminhamento de documentação exigida para a prestação de contas do Convênio n. 703109/2009, celebrado com a Associação de Rodeio Completo ¿ Os Tropeiros, com sede na cidade de Taciba-São Paulo. Responsáveis: Associação de Rodeio Completo ¿ Os Tropeiros e Luiz Donizete Sifoleli",2021
"2221220167",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"MTur, encaminha processo 72031.001092/2016-64 de TCE instaurado pelo MT, em razão do não encaminhamento de documentação exigida para a prestação de contas do Convênio n. 706529/2009, celebrado com a Associação de Rodeio Completo ¿ Os Tropeiros, com sede na cidade de Taciba-São Paulo. Responsáveis: Associação de Rodeio Completo ¿ Os Tropeiros e Luiz Donizete Sifoleli",2021
"2221520166",2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"Ministério do Turismo encaminha processo 72031.004940/2009-68 de TCE instaurado pelo MT, em razão do não encaminhamento de documentação exigida para a prestação de contas do Convênio n. 701119/2008, celebrado com o Município de Nipoã/SP. Responsável: Antonio Carlos Ribeiro",2020
"2221920161",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",2,"TCE instaurada por meio do Processo 25225.002018/2015-27, em função de dano apurado no âmbito do Termo de Compromisso n. 744/2009, firmado entre a FUNASA e o município de Araçoiaba/PE, tendo por objeto a execução da ação de melhorias sanitárias domiciliares",2021
"2222920159",2015,"SEC-BA Secretaria do TCU no Estado da Bahia","SEC-BA Secretaria do TCU no Estado da Bahia",6,"TCE instaurada pela Caixa Econômica Federal, em razão da não execução do objeto do Contrato de Repasse nº 231.473-93/2007, celebrado com o Município de Nova Fátima/BA (Processo original 00190.000831/2015-86)",NULL
"2224620169",2016,"SEC-RS Secretaria do TCU no Estado do Rio Grande do Sul","SEC-RS Secretaria do TCU no Estado do Rio Grande do Sul",4,"Processo 01300. 000046/2016-82 - Tomada de Contas Especial instaurada pelo Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPq para apurar irregularidade praticada por bolsista.",2018
"2224920168",2016,"SEC-RN Secretaria do TCU no Estado do Rio Grande do Norte","SEC-RN Secretaria do TCU no Estado do Rio Grande do Norte",4,"Tomada de Contas Especial referente Convênio MTur n. 47/2010 (Siafi/Siconv n. 732028) firmado entre Ministério do Turismo (MTur) e a Associação de Cultura e Turismo de Gramado (ACTG), tendo por objeto a ""20ª Festa da Colônia de Gramado/2010""",2022
